,count,mean,std,min,25%,50%,75%,max
Project 430,144.0,55828.89022877043,60630.25439731187,63.08394101362903,13253.380230782264,37493.93371399594,78417.53724111305,354795.2055203788
Project 431,144.0,52003.18967123759,53110.941419523195,1042.74172731697,16051.44586048787,35475.69632045594,74699.21867023216,395295.0638791983
Project 432,144.0,48325.3193693452,49300.173346087504,679.7741281176131,15579.672961744178,30883.071204664644,64982.13154377237,299345.5202511593
Project 433,144.0,46601.43206996754,43040.23175146062,80.97819441861824,15085.221006505037,33062.84418991542,66488.10535910928,210947.94618864168
Project 434,144.0,53721.24255416947,55858.295240051746,310.2637595225527,16390.724965946454,36830.83118903006,70246.00322667623,356538.8839246995
Project 435,144.0,54850.90810385403,53356.969715455496,514.4827764828171,16545.959242296725,40008.12499610197,73466.10309428263,293246.3394166879
Project 436,144.0,44407.014866217905,39313.98730011113,840.6546022817738,14898.802031127203,28705.49443055608,64071.33442168782,204667.85528427994
Project 437,144.0,52136.817605827186,43105.84522671169,984.2493123131533,20132.258819026327,40836.95387459312,74472.9614967579,205567.95780643597
Project 438,144.0,45092.17789302063,47975.24529886227,91.93165398321102,12623.4022532958,29831.257789502015,60549.65165829376,247461.32705727665
Project 439,144.0,49591.4216512738,52732.11144079374,42.67920434806801,11257.121552897395,33396.31582055326,67419.12678136489,333407.078046627
Project 440,144.0,44694.31031986601,43581.3523628397,119.39722080930638,11019.550392836341,35056.13089407254,65322.82892484678,265763.92391200474
Project 441,144.0,53931.70108965065,55815.60213509718,108.33039295645644,14634.080062444727,33884.16897393059,74861.0545152001,367261.21270631347
Project 442,144.0,51542.90536147885,48124.389005700184,212.3129936644277,14558.917680316921,39070.82810213565,70441.21577692416,230163.95817871066
Project 443,144.0,51947.38879823086,47083.14413861273,1277.5064129671086,17353.435919009542,42082.010749772075,67758.37357424371,256054.77336226308
Project 444,144.0,52593.82207978131,55716.861997904394,416.4118557965256,12165.457008850946,33940.82935079618,72188.38890905732,243860.77330010652
Project 445,144.0,52410.52113952296,49207.24673502473,104.18350053161038,16776.406866635778,36502.21559998275,74476.31515856508,262380.00279487425
Project 446,144.0,49934.87164953634,46506.20211404567,54.8314991648774,15582.47518199495,35288.857496238845,74076.590711621,290593.51619527023
Project 447,144.0,49517.8133178119,46262.62488411473,30.346151539413274,17604.06053619655,37805.74704134351,70589.36127001623,262644.51331628993
Project 448,144.0,52667.55882113432,57838.58000665746,474.9315752991576,15131.437315104731,33906.89144368817,68071.42388870586,374894.63561067387
Project 449,144.0,47463.96161869049,45557.72894705072,352.59507420556025,16588.0790059918,32767.419110890743,71025.21926126513,258768.5565924914
Project 450,144.0,47596.32027565805,55506.50466953649,23.06229089594229,11301.006151889123,24060.677915151122,74233.83246143315,302488.9565014362
Project 451,144.0,48565.84854962994,55436.38808283193,351.31128029943875,14283.001616836507,31257.318584446595,62053.572494755426,347535.3177929985
Project 452,144.0,49885.84198699935,51059.52624277145,332.77787445077996,12211.229892081665,34357.23863377652,63654.07071028483,243888.14257631448
Project 453,144.0,56644.0160992301,54026.78515610008,261.6822113487638,14151.936255145692,40139.96341478239,79681.6382917719,287598.2088989193
Project 454,144.0,45233.8351835249,51959.40400163395,570.2864683311186,12123.355052687491,26440.10587082134,62172.84831516948,330090.23981539236
Project 455,144.0,52328.201068305694,48428.55020008011,464.8903788568234,17666.16107649528,38704.14057424916,74153.93756090685,256601.2204392601
Project 456,144.0,52656.04181390235,49246.88442985357,672.1286873042961,19330.665307433745,37173.820537042484,67920.1397703847,255075.98409707815
Project 457,144.0,47083.71977269627,46900.87997588194,213.17049849173694,15264.543834451099,34396.587717071394,64310.31030649984,238395.6049415592
Project 458,144.0,42697.31891754412,41845.47422662829,9.723031155426469,10279.028689837995,29398.169169900517,55843.64063759713,204458.74690252412
Project 459,144.0,43724.71662361329,46937.17361945227,108.01051789169324,11767.201909997597,31468.330611289006,53146.18356770437,239293.18372887705
Project 460,144.0,47816.29864782221,46393.01474618272,694.7473795310215,15183.71263229171,31696.380907699313,60144.32800983595,245298.05220859018
Project 461,144.0,46880.157501901565,45635.37345648988,68.57100082055487,14285.693252145604,31920.04825619392,60022.16746500075,220293.60660021665
Project 462,144.0,49422.74401073294,52491.041139002526,11.771449896739604,15305.864166323241,36113.9686000353,68803.75775789286,305595.0217953211
Project 463,144.0,38654.98207710565,37682.28939820173,230.17355203748275,10573.355822709353,27997.199571383455,58734.106496870634,194269.83522502112
Project 464,144.0,57343.68847234201,52636.17363087484,40.017091028240536,19554.687820669955,40297.40563970484,82146.51468632277,261078.43963008435
Project 465,144.0,54028.260235439375,56572.6686545143,398.2119669492505,14321.861483561688,33602.06438594128,78955.6687419897,316707.82932010776
Project 466,144.0,39397.0605885225,41120.21557246293,20.86828827516978,10621.497142581662,25780.32674374464,59131.972724763764,242421.53696903543
Project 467,144.0,49863.189948823645,45574.80600487568,218.8195596037017,16327.171293486968,38374.9087675618,68067.62197460228,228972.87552763408
Project 468,144.0,50884.714116373085,44633.77256632994,1524.7658272607614,20016.303220282032,39056.0437298333,72574.81262355647,229999.23079734316
Project 469,144.0,49676.95806264386,47087.79686525317,145.89941372348963,15611.298698079541,34266.98956677578,69976.691657242,239466.7401572305
Project 470,144.0,56965.79532897153,51539.44240529933,333.20527563104304,17901.9659040278,41963.082232445275,89058.36438784287,226512.53710779076
Project 471,144.0,48827.948349744795,46121.59104551358,101.60604283862152,13420.943922706969,34707.524175983956,74411.41974499018,247235.36479663802
Project 472,144.0,47118.773321714005,43511.39339980276,365.7971958715799,13489.816065059982,33467.719908249375,69535.38545742795,214657.53993526875
Project 473,144.0,44713.105591314175,47037.62285733503,125.95353200925932,12641.558405300426,26457.53646522037,58483.551812404025,212220.249919499
Project 474,144.0,59180.850523549794,53719.57044099881,124.99290084146483,17608.27690249301,43406.63357402342,85723.36419723785,227669.42812879698
Project 475,144.0,46685.88441876163,42898.983103653205,247.41452656977532,12658.031716142705,34011.185695724664,68822.25808438685,202710.94895823588
Project 476,144.0,49857.61653101814,50366.71602214064,205.09004637260446,14069.090292673096,31224.34821867757,63982.55150742341,283557.326140152
Project 477,144.0,41393.204653893015,39243.598139954964,67.435928994748,10877.69576930678,28539.884028779205,65943.79806298316,170102.91982718624
Project 478,144.0,49970.406797154676,49078.38197623175,13.509967273006474,13122.496396894763,35101.907240563945,72020.43130174838,216551.87573380928
Project 479,144.0,44553.94251367488,44739.947736818314,15.0570071842623,12262.333478699384,29505.20456239817,63683.86558680333,234086.89080562728
Project 480,144.0,54049.84252331587,50112.51927990443,211.34166969036167,16625.591354470143,39510.38616724145,76879.71133605446,240439.33768548118
Project 481,144.0,49033.029887866214,46563.91073728002,27.957742643732562,18239.16829199282,33757.89812599336,66551.27993331364,263783.766514556
Project 482,144.0,46929.95073023781,43483.13353390227,191.76310329314478,14442.360327634058,35371.28371344987,65420.83122802181,237495.52631281235
Project 483,144.0,51349.35125063006,49162.90851742736,319.4856074160741,17800.63868342074,33157.81483432146,71510.4385473626,273215.03957286064
Project 484,144.0,54042.9053884211,62676.30509952482,90.91308893696196,15674.431624648047,38946.204100499905,72240.47577968705,531587.6728712992
Project 485,144.0,53474.427598895745,47536.559035028,91.71565723670143,19622.12699710093,39731.68919025111,73967.7721714823,269596.72858941014
Project 486,144.0,49379.5974289242,50851.194422973,60.515906885355925,15149.255329893715,32374.987486154863,69801.87594459606,270958.755173515
Project 487,144.0,48920.7396706545,52833.155493541104,99.22929457854491,14317.798372581274,33413.77103550348,59142.206223551766,311184.59716233576
Project 488,144.0,53494.11410623937,49546.69253353824,209.80122063882942,14740.518309223044,42138.07482501532,75338.43137765833,240398.7544270364
Project 489,144.0,45561.096836592296,41727.916881686906,563.7302423210529,12191.638142741445,32165.57063624599,66570.83214032365,191015.75244010915
Project 490,144.0,50560.61722516393,45032.08454176965,127.10842369031255,17303.384437992176,36799.51770229018,73274.23486663864,229584.83208500058
Project 491,144.0,47911.923982364686,47637.19334138608,1990.5447938777984,14449.742615372621,31929.89356044848,60335.20538982746,247467.11187875542
Project 492,144.0,54952.634151253435,56861.083685164434,167.23092180310542,11110.464273794456,31241.158969468146,85396.99842236888,257656.6301125625
Project 493,144.0,44308.04541496535,45327.05296087714,138.45095111161226,10786.244953634663,31534.24100649575,62184.81981538565,275707.7521061754
Project 494,144.0,46698.58455077979,48800.89277074641,156.61772431330203,13686.006224577388,31798.866492289344,61297.25537968189,266469.5472934618
Project 495,144.0,55824.360816910266,51584.17973559751,263.28058979481204,22000.950570313296,44112.26662919328,72530.60840025046,316267.6054130139
Project 496,144.0,51558.20169658429,52593.443994507936,540.9924490719499,13531.404265078814,36047.302855002294,71308.95152779564,274533.8162558619
Project 497,144.0,42661.079512690936,40248.990693628344,146.49983481719462,12957.850831488184,27404.888294545446,60869.28350666659,181282.91793102046
Project 498,144.0,52860.092775459074,62632.443044851505,249.7191633846931,14500.920049566903,31103.06423644115,70633.44131762465,474808.44086903776
Project 499,144.0,51681.55989354636,50167.078867038785,346.998992971842,17118.941122237396,33836.442819290445,72186.30437501468,279645.90413524065
Project 500,144.0,50419.71510445997,50340.46994892906,134.54429667365673,14462.82997722025,35520.42387323217,68630.30943581086,264894.9214037609
Project 501,144.0,50589.761060548495,47682.55040618655,198.89588098128357,19516.814461981623,39251.86761354073,67537.85627232297,313526.47129840666
Project 502,144.0,58462.43736858799,53653.11049523067,492.4705810109586,18692.9994920793,47954.29446194399,81329.4040788399,347623.64700461016
Project 503,144.0,47775.45436470626,47348.565171295275,162.39055079404272,15420.579134211566,32310.21295823384,60759.47766470162,225692.02830173413
Project 504,144.0,50028.567425200556,49987.99595140518,629.4862833863575,16263.355837318446,33728.855948190234,64701.23576785679,291499.87141175655
Project 505,144.0,55532.74858575748,51222.053092217226,417.6641684487803,17648.102281256386,41084.10415135221,72881.15573488502,288904.183495379
Project 506,144.0,50389.586062038055,47422.6951944751,14.767240304155164,16146.655195492167,32984.96475005624,68041.8162520914,245848.16391823496
Project 507,144.0,56789.040797574125,50000.75832588141,370.3335224180969,22250.51414933869,39884.383411602765,82726.32393168047,267232.75322659774
Project 508,144.0,42311.68958486869,37894.237676858145,566.806003030689,13245.859934615091,32631.927944731833,60107.56080176227,216670.8679718217
Project 509,144.0,48551.56424846164,53700.59807094087,267.0120250928504,12055.93359838237,30789.81866080181,66842.30363433785,341922.1117843122
Project 510,144.0,53841.74569955442,53626.38473447541,172.93598709961609,14712.426825685056,36567.117300786995,81982.4908387698,290207.9171678704
Project 511,144.0,61049.63465566863,56396.539957319335,77.62715284451212,18404.166567213346,41400.85829529041,87927.53773124356,288928.56913952524
Project 512,144.0,48618.74508120069,47857.697590837015,317.0801624603471,14295.582307528279,37558.52516824489,61604.40361495195,298034.68046575104
Project 513,144.0,52683.327778094565,57806.99716272813,576.558131032478,12223.721512191503,34547.97545725878,67278.18464514117,327612.40698945196
Project 514,144.0,45556.49012609275,48505.01872029549,235.37627060167748,11744.225838702754,32218.38276294992,58182.883319553206,257400.7104503663
Project 515,144.0,46683.596814631914,46409.862422902974,638.0579475882358,13513.552395342058,30703.164611816064,68379.76351176605,271304.13905162556
Project 516,144.0,57501.107725202404,66379.68281671057,721.044479431302,15814.778467772014,37335.38326695259,73069.8224672362,430743.0120556193
Project 517,144.0,52000.58385898504,60563.07333406535,9.581691622728405,13238.530735950346,35012.77191007325,68178.52682780242,465788.38058613846
Project 518,144.0,49033.48122802872,47629.43031967897,12.07487595396913,13309.764011840372,36339.582354885955,67693.12013550405,248170.9961801391
Project 519,144.0,50097.210134949055,52677.32823844821,250.96777597606496,11932.636134450478,39832.26531984079,66123.43633666745,254154.72713625574
Project 520,144.0,51272.07211733427,50295.745873558495,93.42969829692844,16334.954050701086,34504.743826212085,70014.50363144721,282436.50280301395
Project 521,144.0,49423.75055360149,49533.135172327144,336.51578842432286,16694.259289810274,33836.352381065386,64866.121608467176,260546.70872540047
Project 522,144.0,47880.48493533307,47879.32435414555,269.6115651534899,13869.141787852514,31763.99069093533,64455.94332098526,290228.58214223396
Project 523,144.0,47507.16286658269,47093.71051249505,1067.3093311188866,16188.104269390462,35438.16701988498,64429.41780818454,300363.553327644
Project 524,144.0,54503.66555782687,50620.87876469141,1062.6615264313007,15935.874376780494,37266.14653381298,78119.97374775032,280209.58469775756
Project 525,144.0,45849.037493887074,40775.06997828271,616.797286119748,15261.92552008028,33487.688159327554,65267.62301484093,193462.33087406927
Project 526,144.0,51330.50101088273,55897.23065987147,400.36764750900767,11596.306244860043,33493.115432100385,70015.79579039427,385622.58008058206
Project 527,144.0,48753.68632648058,44927.89504187687,588.5924118480183,12837.044710933587,39773.03244031113,71419.49966814971,306166.4657154874
Project 528,144.0,46422.49975487917,50322.92722708669,430.30960027842565,8371.316934262502,30948.555097081695,64162.83856326233,246186.16188591067
Project 529,144.0,55454.941668722175,53192.308476464284,135.39829899757726,13160.471527063866,40678.43015072991,85433.57632535501,243726.1750681264
Project 530,144.0,50604.378220573875,49407.42264007858,1186.95185462887,15501.798575187278,35772.981732384265,68637.65344218988,271257.6188959426
Project 531,144.0,56536.49312018819,51714.650313502374,506.3826496834909,18678.9165529046,41610.505197643564,78764.43115347525,301748.04829235235
Project 532,144.0,50253.267181277275,60117.29642420726,14.831829889012935,11326.601027545341,32647.443795098985,71400.01628961774,385172.33798694855
Project 533,144.0,53087.24166003511,58205.751686737494,243.13938008778672,13526.11926548193,33711.60954353055,71892.58160816,332844.1628883858
Project 534,144.0,48075.77923290778,45594.86452772536,305.9849761930167,14731.576465829468,31997.494617829143,65836.080314549,173321.66754710936
Project 535,144.0,52275.93043740703,48568.91133996672,1104.240848239505,15372.257843267334,36152.385691551215,74486.61942703831,235718.69659290466
Project 536,144.0,49219.41576060058,53263.85505557457,222.83855955223336,16805.672317771936,37811.52198377336,62079.52541710222,419012.38479959633
Project 537,144.0,49761.42665727767,50591.902705239954,704.6724958494058,18807.797071112065,35883.003106392476,64468.32658716579,309694.25752095185
Project 538,144.0,45886.27486003819,50679.9079747224,14.141775250748655,10963.45378893196,27849.341529055877,61242.167739297365,326050.5044451882
Project 539,144.0,53865.970892406374,52880.25950930821,116.9576071687457,14135.152773247843,42835.747437801176,75297.12252476506,335213.4128074925
Project 540,144.0,48886.60891835646,47352.62543958108,148.6676027999232,13697.497553317695,38697.46249554777,65617.22786299784,274639.67174946744
Project 541,144.0,53909.04078212267,46358.22173346365,874.6236971058281,15330.550862592438,45354.9498254951,77957.29990891115,222417.52453679324
Project 542,144.0,49688.20136767362,51662.456629303924,579.6319691865104,14991.65741688256,34336.32008764394,66357.87351656532,307146.6312403018
Project 543,144.0,51692.08771606882,53125.57051795588,43.655076900877695,14516.081715391789,37471.81729201706,67263.74844370942,321923.90581050626
Project 544,144.0,53216.016947677585,55984.59328275825,163.94183686769145,12801.031593814394,36123.22525466351,74131.3338377269,337607.1291438536
Project 545,144.0,44612.21455965521,44227.53839384571,45.44051426908429,13351.621985711023,30151.185473687263,62346.96685056032,242988.08236780207
Project 546,144.0,52042.43790481722,53708.77538833824,560.5224956531681,13939.833121956648,35349.78969808556,66217.44620557202,317989.9099225431
Project 547,144.0,51667.7038052407,45628.23831608789,468.90717094717553,15763.947868667337,39049.36881135822,72998.61991218256,224914.79898332374
Project 548,144.0,45149.29369983972,41571.61660118219,247.7181398495203,13622.401751776746,30615.1258520008,63587.27340232246,213393.9285954032
Project 549,144.0,46600.37975959562,40368.656659213615,304.57766337378894,17911.532052699535,35252.04547757568,62219.34319897845,194921.19957746821
Project 550,144.0,49591.954441782975,46852.89363885393,79.84142071249005,14500.29043760216,32825.00544954014,71229.49032185307,217157.215641324
Project 551,144.0,51639.25303370463,48245.62767343672,1147.7853249972898,14979.03136422162,41580.4705248251,74842.37269764241,273754.29307344084
Project 552,144.0,46465.47796744393,50859.399115981185,749.2417415997164,13465.086463221809,27167.532131656957,63126.397159440756,346325.78826719045
Project 553,144.0,53112.48369238965,53736.022188842384,58.59525293620678,14469.52718019304,40679.88898569584,73043.39173489175,313280.4703573981
Project 554,144.0,53441.56384459378,54681.11043609234,23.592852213925298,18253.498519827655,33056.283601183226,67543.28691359103,267776.42003883864
Project 555,144.0,55337.19719944911,52818.877913529876,847.6444136059893,16386.72875338965,40394.83142992387,73701.5986259732,244977.46709959902
Project 556,144.0,51340.41406626895,47608.061970407856,155.9971327680525,17062.31153475454,35022.48436269364,68711.92304355848,211568.37303133818
Project 557,144.0,52826.24087223288,53694.794096157166,443.89879280480807,12799.52667861595,38034.47595104955,71281.66378286321,280984.6713347366
Project 558,144.0,45975.67304141456,39975.04464448051,180.92841834496048,16086.926958408148,38218.77497706227,68724.6749731298,223795.62732501785
Project 559,144.0,49519.595153764516,46382.88425895436,131.12615330914474,15908.031519685817,33009.735535889355,72594.33218022615,246368.3518894217
Project 560,144.0,50452.16368433161,60376.44905837019,8.713893876388168,16146.819890444509,30473.75844997476,62428.46731446009,392820.2435442241
Project 561,144.0,39580.55337822431,38403.047431614395,17.592210395842002,9861.727961550983,26477.302344123982,58673.61055088551,189309.72894955918
Project 562,144.0,50115.666644988065,43785.44832906072,22.24989499406199,15931.105198088604,41808.585230984565,70950.84438017788,207465.95272889247
Project 563,144.0,45041.89614426637,44433.33521455989,77.74520352741752,12133.991308439618,34237.38989548919,65745.11098795786,245823.96276138077
Project 564,144.0,53673.47576898996,50591.78012843744,278.11921254731726,19121.963585366924,37795.48180131697,74199.49527299176,302907.4923041428
Project 565,144.0,48331.79106951479,45367.17824905591,59.34911268975297,15161.13672223737,31719.84454220326,74608.23357620781,171702.85190397734
Project 566,144.0,49610.93137815139,47513.781936518295,43.6278098109529,13695.59106453986,34662.691608537556,69212.79624917988,281333.2562299525
Project 567,144.0,41790.70840381296,40779.69324295145,129.22037683070516,12739.825327733946,26071.77708192054,56872.66948594819,249589.43993431365
Project 568,144.0,49375.12675776262,46442.63264900941,113.65023534417857,16037.941399096724,30455.54425559783,65761.61013997828,226093.9825019805
Project 569,144.0,52285.463004647405,53717.28356358292,200.2534799187741,13453.7624109715,32764.290217775997,77085.12320511849,310485.78621661087
Project 570,144.0,47769.89176972769,45071.014433784694,178.30380580683737,14253.817257387464,31679.004732164685,67913.59550214911,210856.17425642544
Project 571,144.0,53340.42165076683,55032.184636008125,140.71520327833133,15221.749676718153,32352.392573751335,69471.99687766514,273897.2084132185
Project 572,144.0,50686.8140386014,53278.82412080522,1018.685166712533,12819.010876537122,33928.50736927177,64851.96061525199,290808.30167218694
Project 573,144.0,49211.975752038736,52252.65314600604,621.0255177045843,14619.143936822462,31171.417382276763,63139.20888651283,245466.85780839843
Project 574,144.0,45562.53603551957,41623.279739133955,534.5331156281105,13325.610390613409,30466.541120642425,66297.66677930734,183462.7390240934
Project 575,144.0,56399.110592394805,53236.89907609335,86.99512268641985,17835.36155274494,40430.737526577585,79741.78883017958,269499.3799795802
Project 576,144.0,57330.267689572385,50615.892692780224,534.2018338591303,15584.531616333883,40087.34370868753,92381.63016510196,244179.09388051197
Project 577,144.0,47374.979737586786,45475.52510599383,667.5926533560005,13068.210980104173,33720.48538708435,62376.51435539253,249677.18852660415
Project 578,144.0,50185.05818795905,48394.172404338766,261.6709566409985,12056.753732052084,36878.26658220906,77966.73853433027,230662.65266345075
Project 579,144.0,40785.42126123343,39821.606777408575,1155.567203438375,11180.598645847385,27974.61559376023,60911.063365793925,183110.22882233522
Project 580,144.0,51823.92601576522,56276.61299684955,282.9313714838402,15027.161720438338,32315.061749398636,68602.34366400132,328761.78091753233
Project 581,144.0,47057.10141404457,45100.178218856585,31.669323312179138,11845.97145250366,35770.81211655051,59738.775972808085,234080.62506205702
Project 582,144.0,47766.33875777525,42359.254105318854,492.9544872355699,12817.814372442208,35773.70427960437,73618.85826888948,275343.37858708436
Project 583,144.0,48378.19716684633,52140.66953147282,771.8232115621079,12831.834996810592,28061.41980106574,61937.70748955061,253163.1042501402
Project 584,144.0,44958.448421720896,46348.54336161017,1261.675496637859,11291.662089976262,30103.947307134706,60713.77703600707,264279.1072507094
Project 585,144.0,43005.54178754159,42259.81492198619,147.29097310156126,14795.112086542536,29880.51896572513,56916.29870731289,262599.65387274337
Project 586,144.0,43885.26542716502,50869.850426748024,537.843086713374,13959.563960505155,27030.760904778068,58098.30171521112,411215.4211492469
Project 587,144.0,46808.148244059266,46133.1787764755,25.44588317635479,13041.281690933869,34872.70024414913,64529.040122754275,272125.20494111796
Project 588,144.0,55293.85789461875,55124.782212603284,50.76796851519095,14122.768318384196,39077.54811026717,79837.84705352993,283525.26369441143
Project 589,144.0,49725.00097904817,45010.987387120564,332.6152598401182,13695.26747968338,36916.474075453516,74901.91519162396,206344.75195567243
Project 590,144.0,53641.37453201793,54309.28546201374,237.8510807591459,13302.762163358231,36331.652169642635,77935.95181814893,284727.55411661434
Project 591,144.0,48881.6053447307,49198.32996481345,129.13139035718277,12452.1738577147,33386.317437861566,73952.51514115951,268887.38281999476
Project 592,144.0,47986.91505008583,46888.68036869913,392.5789669900349,13942.444086717616,35134.15361168083,63123.371822881854,293398.69286084065
Project 593,144.0,41312.95017310787,39804.011419796065,71.4912408593565,10155.990103453709,33058.76821822359,57175.464450030784,271651.5762265226
Project 594,144.0,49813.28117392937,43343.91432107577,202.59431371131953,16324.883260372717,37539.291554928815,69297.22334515915,207523.57094702937
Project 595,144.0,51236.287341306226,51306.44172557363,445.3561656355553,16251.835987852328,32771.15931686795,71296.33637456526,261359.12541691825
Project 596,144.0,50185.98675453374,49199.84523740456,29.888503665586246,16627.0263693862,34900.14031342901,69132.57766600756,224172.60745147392
Project 597,144.0,51105.649756393614,46912.22196077696,60.96402404520935,16026.81092152235,38709.966970344896,71277.51604450041,215018.18703878636
Project 598,144.0,45316.02196735754,44622.460049938614,594.7307102310948,12648.286597315146,33985.767883713124,65452.26710943211,248633.73959827318
Project 599,144.0,48107.85564612284,52515.890648696084,93.1342236341816,13629.299103506331,35046.35633300616,67024.35924858366,368550.2600076623
Project 600,144.0,46043.449762054384,40789.82234926449,344.5702139157287,18536.09703578663,31171.776835494355,66089.93218566387,188540.24652095026
